customer_id,first_name,last_name,email,active,address,district,postal_code,city,country,rental_date,return_date,amount,payment_date,rental_duration
218,vera,mccoy,vera.mccoy@sakilacustomer.org,1,"1168 najafabad parkway",kabol,40301,kabul,afghanistan,"2005-07-31 21:12:58","2005-08-02 19:45:58",0.99,"2005-07-31 21:12:58",2
218,vera,mccoy,vera.mccoy@sakilacustomer.org,1,"1168 najafabad parkway",kabol,40301,kabul,afghanistan,"2005-08-17 05:06:19","2005-08-18 04:32:19",2.99,"2005-08-17 05:06:19",1
218,vera,mccoy,vera.mccoy@sakilacustomer.org,1,"1168 najafabad parkway",kabol,40301,kabul,afghanistan,"2005-08-18 12:31:34","2005-08-21 16:08:34",2.99,"2005-08-18 12:31:34",3
218,vera,mccoy,vera.mccoy@sakilacustomer.org,1,"1168 najafabad parkway",kabol,40301,kabul,afghanistan,"2005-08-19 06:51:02","2005-08-25 11:48:02",0.99,"2005-08-19 06:51:02",6
218,vera,mccoy,vera.mccoy@sakilacustomer.org,1,"1168 najafabad parkway",kabol,40301,kabul,afghanistan,"2005-08-20 09:34:07","2005-08-26 10:17:07",5.99,"2005-08-20 09:34:07",6
218,vera,mccoy,vera.mccoy@sakilacustomer.org,1,"1168 najafabad parkway",kabol,40301,kabul,afghanistan,"2005-08-20 17:46:06","2005-08-29 23:44:06",5.99,"2005-08-20 17:46:06",9
218,vera,mccoy,vera.mccoy@sakilacustomer.org,1,"1168 najafabad parkway",kabol,40301,kabul,afghanistan,"2005-08-22 02:14:19","2005-08-26 02:54:19",4.99,"2005-08-22 02:14:19",4
218,vera,mccoy,vera.mccoy@sakilacustomer.org,1,"1168 najafabad parkway",kabol,40301,kabul,afghanistan,"2005-08-23 05:30:19","2005-08-27 05:19:19",0.99,"2005-08-23 05:30:19",4
441,mario,cheatham,mario.cheatham@sakilacustomer.org,1,"1924 shimonoseki drive",batna,52625,batna,algeria,"2005-05-29 21:39:37","2005-05-30 22:06:37",4.99,"2005-05-29 21:39:37",1
441,mario,cheatham,mario.cheatham@sakilacustomer.org,1,"1924 shimonoseki drive",batna,52625,batna,algeria,"2005-06-16 06:12:40","2005-06-19 03:50:40",4.99,"2005-06-16 06:12:40",3
441,mario,cheatham,mario.cheatham@sakilacustomer.org,1,"1924 shimonoseki drive",batna,52625,batna,algeria,"2005-06-18 10:17:21","2005-06-21 04:18:21",4.99,"2005-06-18 10:17:21",3
441,mario,cheatham,mario.cheatham@sakilacustomer.org,1,"1924 shimonoseki drive",batna,52625,batna,algeria,"2005-07-06 06:23:22","2005-07-08 09:32:22",0.99,"2005-07-06 06:23:22",2
441,mario,cheatham,mario.cheatham@sakilacustomer.org,1,"1924 shimonoseki drive",batna,52625,batna,algeria,"2005-07-06 10:02:08","2005-07-09 15:43:08",2.99,"2005-07-06 10:02:08",3
441,mario,cheatham,mario.cheatham@sakilacustomer.org,1,"1924 shimonoseki drive",batna,52625,batna,algeria,"2005-07-07 05:16:00","2005-07-15 09:23:00",8.99,"2005-07-07 05:16:00",8
441,mario,cheatham,mario.cheatham@sakilacustomer.org,1,"1924 shimonoseki drive",batna,52625,batna,algeria,"2005-07-07 11:34:22","2005-07-09 08:25:22",0.99,"2005-07-07 11:34:22",2
441,mario,cheatham,mario.cheatham@sakilacustomer.org,1,"1924 shimonoseki drive",batna,52625,batna,algeria,"2005-07-09 07:28:33","2005-07-14 05:12:33",2.99,"2005-07-09 07:28:33",5
441,mario,cheatham,mario.cheatham@sakilacustomer.org,1,"1924 shimonoseki drive",batna,52625,batna,algeria,"2005-07-10 15:27:04","2005-07-12 17:20:04",0.99,"2005-07-10 15:27:04",2
441,mario,cheatham,mario.cheatham@sakilacustomer.org,1,"1924 shimonoseki drive",batna,52625,batna,algeria,"2005-07-12 09:49:46","2005-07-14 12:15:46",2.99,"2005-07-12 09:49:46",2
441,mario,cheatham,mario.cheatham@sakilacustomer.org,1,"1924 shimonoseki drive",batna,52625,batna,algeria,"2005-07-12 10:37:52","2005-07-13 15:13:52",4.99,"2005-07-12 10:37:52",1
441,mario,cheatham,mario.cheatham@sakilacustomer.org,1,"1924 shimonoseki drive",batna,52625,batna,algeria,"2005-07-26 23:18:49","2005-07-31 00:23:49",5.99,"2005-07-26 23:18:49",5
441,mario,cheatham,mario.cheatham@sakilacustomer.org,1,"1924 shimonoseki drive",batna,52625,batna,algeria,"2005-07-29 00:29:56","2005-08-06 03:10:56",2.99,"2005-07-29 00:29:56",8
441,mario,cheatham,mario.cheatham@sakilacustomer.org,1,"1924 shimonoseki drive",batna,52625,batna,algeria,"2005-07-29 01:46:00","2005-08-04 23:09:00",0.99,"2005-07-29 01:46:00",6
441,mario,cheatham,mario.cheatham@sakilacustomer.org,1,"1924 shimonoseki drive",batna,52625,batna,algeria,"2005-07-29 07:08:36","2005-07-30 11:54:36",4.99,"2005-07-29 07:08:36",1
441,mario,cheatham,mario.cheatham@sakilacustomer.org,1,"1924 shimonoseki drive",batna,52625,batna,algeria,"2005-07-29 11:52:47","2005-08-03 08:14:47",4.99,"2005-07-29 11:52:47",5
441,mario,cheatham,mario.cheatham@sakilacustomer.org,1,"1924 shimonoseki drive",batna,52625,batna,algeria,"2005-07-29 13:46:14","2005-08-06 13:26:14",4.99,"2005-07-29 13:46:14",8
441,mario,cheatham,mario.cheatham@sakilacustomer.org,1,"1924 shimonoseki drive",batna,52625,batna,algeria,"2005-07-31 05:40:35","2005-08-09 08:18:35",10.99,"2005-07-31 05:40:35",9
441,mario,cheatham,mario.cheatham@sakilacustomer.org,1,"1924 shimonoseki drive",batna,52625,batna,algeria,"2005-07-31 12:59:34","2005-08-03 07:20:34",2.99,"2005-07-31 12:59:34",3
441,mario,cheatham,mario.cheatham@sakilacustomer.org,1,"1924 shimonoseki drive",batna,52625,batna,algeria,"2005-07-31 22:02:20","2005-08-04 02:09:20",1.99,"2005-07-31 22:02:20",4
441,mario,cheatham,mario.cheatham@sakilacustomer.org,1,"1924 shimonoseki drive",batna,52625,batna,algeria,"2005-08-01 23:47:54","2005-08-08 01:10:54",1.99,"2005-08-01 23:47:54",7
441,mario,cheatham,mario.cheatham@sakilacustomer.org,1,"1924 shimonoseki drive",batna,52625,batna,algeria,"2005-08-02 13:34:08","2005-08-06 16:23:08",1.99,"2005-08-02 13:34:08",4
441,mario,cheatham,mario.cheatham@sakilacustomer.org,1,"1924 shimonoseki drive",batna,52625,batna,algeria,"2005-08-20 01:16:38","2005-08-21 20:43:38",2.99,"2005-08-20 01:16:38",1
441,mario,cheatham,mario.cheatham@sakilacustomer.org,1,"1924 shimonoseki drive",batna,52625,batna,algeria,"2005-08-20 10:45:10","2005-08-28 08:46:10",4.99,"2005-08-20 10:45:10",8
441,mario,cheatham,mario.cheatham@sakilacustomer.org,1,"1924 shimonoseki drive",batna,52625,batna,algeria,"2005-08-20 17:17:00","2005-08-24 14:06:00",4.99,"2005-08-20 17:17:00",4
441,mario,cheatham,mario.cheatham@sakilacustomer.org,1,"1924 shimonoseki drive",batna,52625,batna,algeria,"2005-08-22 00:40:49","2005-08-30 03:59:49",4.99,"2005-08-22 00:40:49",8
441,mario,cheatham,mario.cheatham@sakilacustomer.org,1,"1924 shimonoseki drive",batna,52625,batna,algeria,"2005-08-22 10:55:45","2005-08-26 09:23:45",3.99,"2005-08-22 10:55:45",4
69,judy,gray,judy.gray@sakilacustomer.org,1,"1031 daugavpils parkway",béchar,59025,béchar,algeria,"2005-05-28 11:49:00","2005-06-01 11:54:00",4.99,"2005-05-28 11:49:00",4
69,judy,gray,judy.gray@sakilacustomer.org,1,"1031 daugavpils parkway",béchar,59025,béchar,algeria,"2005-05-29 11:38:34","2005-06-02 17:04:34",1.99,"2005-05-29 11:38:34",4
69,judy,gray,judy.gray@sakilacustomer.org,1,"1031 daugavpils parkway",béchar,59025,béchar,algeria,"2005-06-16 01:57:15","2005-06-18 23:30:15",2.99,"2005-06-16 01:57:15",2
69,judy,gray,judy.gray@sakilacustomer.org,1,"1031 daugavpils parkway",béchar,59025,béchar,algeria,"2005-06-21 11:56:40","2005-06-26 08:28:40",4.99,"2005-06-21 11:56:40",5
69,judy,gray,judy.gray@sakilacustomer.org,1,"1031 daugavpils parkway",béchar,59025,béchar,algeria,"2005-07-06 18:39:38","2005-07-14 15:59:38",8.99,"2005-07-06 18:39:38",8
69,judy,gray,judy.gray@sakilacustomer.org,1,"1031 daugavpils parkway",béchar,59025,béchar,algeria,"2005-07-07 14:27:51","2005-07-12 19:55:51",0.99,"2005-07-07 14:27:51",5
69,judy,gray,judy.gray@sakilacustomer.org,1,"1031 daugavpils parkway",béchar,59025,béchar,algeria,"2005-07-07 22:28:51","2005-07-11 21:37:51",0.99,"2005-07-07 22:28:51",4
69,judy,gray,judy.gray@sakilacustomer.org,1,"1031 daugavpils parkway",béchar,59025,béchar,algeria,"2005-07-10 03:38:32","2005-07-16 00:02:32",3.99,"2005-07-10 03:38:32",6
69,judy,gray,judy.gray@sakilacustomer.org,1,"1031 daugavpils parkway",béchar,59025,béchar,algeria,"2005-07-11 17:37:22","2005-07-19 13:54:22",4.99,"2005-07-11 17:37:22",8
69,judy,gray,judy.gray@sakilacustomer.org,1,"1031 daugavpils parkway",béchar,59025,béchar,algeria,"2005-07-11 22:07:32","2005-07-20 16:57:32",6.99,"2005-07-11 22:07:32",9
69,judy,gray,judy.gray@sakilacustomer.org,1,"1031 daugavpils parkway",béchar,59025,béchar,algeria,"2005-07-12 16:30:57","2005-07-18 20:46:57",6.99,"2005-07-12 16:30:57",6
69,judy,gray,judy.gray@sakilacustomer.org,1,"1031 daugavpils parkway",béchar,59025,béchar,algeria,"2005-07-29 14:57:33","2005-08-07 09:43:33",6.99,"2005-07-29 14:57:33",9
69,judy,gray,judy.gray@sakilacustomer.org,1,"1031 daugavpils parkway",béchar,59025,béchar,algeria,"2005-07-30 12:28:42","2005-08-02 12:17:42",2.99,"2005-07-30 12:28:42",3
69,judy,gray,judy.gray@sakilacustomer.org,1,"1031 daugavpils parkway",béchar,59025,béchar,algeria,"2005-07-31 03:58:31","2005-08-04 07:34:31",2.99,"2005-07-31 03:58:31",4
69,judy,gray,judy.gray@sakilacustomer.org,1,"1031 daugavpils parkway",béchar,59025,béchar,algeria,"2005-07-31 19:57:16","2005-08-04 00:54:16",0.99,"2005-07-31 19:57:16",4
69,judy,gray,judy.gray@sakilacustomer.org,1,"1031 daugavpils parkway",béchar,59025,béchar,algeria,"2005-08-17 17:00:42","2005-08-26 22:07:42",3.99,"2005-08-17 17:00:42",9
69,judy,gray,judy.gray@sakilacustomer.org,1,"1031 daugavpils parkway",béchar,59025,béchar,algeria,"2005-08-17 19:20:48","2005-08-22 16:50:48",2.99,"2005-08-17 19:20:48",5
69,judy,gray,judy.gray@sakilacustomer.org,1,"1031 daugavpils parkway",béchar,59025,béchar,algeria,"2005-08-17 23:20:40","2005-08-22 21:30:40",2.99,"2005-08-17 23:20:40",5
69,judy,gray,judy.gray@sakilacustomer.org,1,"1031 daugavpils parkway",béchar,59025,béchar,algeria,"2005-08-19 06:37:48","2005-08-26 03:59:48",5.99,"2005-08-19 06:37:48",7
69,judy,gray,judy.gray@sakilacustomer.org,1,"1031 daugavpils parkway",béchar,59025,béchar,algeria,"2005-08-19 08:13:54","2005-08-27 13:18:54",5.99,"2005-08-19 08:13:54",8
69,judy,gray,judy.gray@sakilacustomer.org,1,"1031 daugavpils parkway",béchar,59025,béchar,algeria,"2005-08-21 07:45:47","2005-08-27 02:23:47",3.99,"2005-08-21 07:45:47",6
69,judy,gray,judy.gray@sakilacustomer.org,1,"1031 daugavpils parkway",béchar,59025,béchar,algeria,"2005-08-21 20:31:25","2005-08-22 21:02:25",0.99,"2005-08-21 20:31:25",1
69,judy,gray,judy.gray@sakilacustomer.org,1,"1031 daugavpils parkway",béchar,59025,béchar,algeria,"2005-08-21 23:43:00","2005-08-29 05:26:00",2.99,"2005-08-21 23:43:00",8
69,judy,gray,judy.gray@sakilacustomer.org,1,"1031 daugavpils parkway",béchar,59025,béchar,algeria,"2005-08-23 04:25:50","2005-08-26 00:57:50",2.99,"2005-08-23 04:25:50",3
176,june,carroll,june.carroll@sakilacustomer.org,1,"757 rustenburg avenue",skikda,89668,skikda,algeria,"2005-05-26 03:17:42","2005-05-29 04:11:42",0.99,"2005-05-26 03:17:42",3
176,june,carroll,june.carroll@sakilacustomer.org,1,"757 rustenburg avenue",skikda,89668,skikda,algeria,"2005-05-27 09:34:39","2005-06-04 11:45:39",6.99,"2005-05-27 09:34:39",8
176,june,carroll,june.carroll@sakilacustomer.org,1,"757 rustenburg avenue",skikda,89668,skikda,algeria,"2005-05-28 08:14:44","2005-06-02 03:01:44",3.99,"2005-05-28 08:14:44",5
176,june,carroll,june.carroll@sakilacustomer.org,1,"757 rustenburg avenue",skikda,89668,skikda,algeria,"2005-05-28 21:23:02","2005-06-02 17:39:02",1.99,"2005-05-28 21:23:02",5
176,june,carroll,june.carroll@sakilacustomer.org,1,"757 rustenburg avenue",skikda,89668,skikda,algeria,"2005-05-31 08:38:20","2005-06-09 08:23:20",7.99,"2005-05-31 08:38:20",9
176,june,carroll,june.carroll@sakilacustomer.org,1,"757 rustenburg avenue",skikda,89668,skikda,algeria,"2005-06-15 08:55:01","2005-06-24 04:22:01",5.99,"2005-06-15 08:55:01",9
176,june,carroll,june.carroll@sakilacustomer.org,1,"757 rustenburg avenue",skikda,89668,skikda,algeria,"2005-06-16 16:31:37","2005-06-25 21:38:37",7.99,"2005-06-16 16:31:37",9
176,june,carroll,june.carroll@sakilacustomer.org,1,"757 rustenburg avenue",skikda,89668,skikda,algeria,"2005-06-16 23:13:05","2005-06-24 01:40:05",6.99,"2005-06-16 23:13:05",8
176,june,carroll,june.carroll@sakilacustomer.org,1,"757 rustenburg avenue",skikda,89668,skikda,algeria,"2005-06-18 00:48:31","2005-06-25 06:43:31",8.99,"2005-06-18 00:48:31",7
176,june,carroll,june.carroll@sakilacustomer.org,1,"757 rustenburg avenue",skikda,89668,skikda,algeria,"2005-06-18 03:13:13","2005-06-18 21:16:13",2.99,"2005-06-18 03:13:13",0
176,june,carroll,june.carroll@sakilacustomer.org,1,"757 rustenburg avenue",skikda,89668,skikda,algeria,"2005-06-18 17:45:00","2005-06-27 20:07:00",2.99,"2005-06-18 17:45:00",9
176,june,carroll,june.carroll@sakilacustomer.org,1,"757 rustenburg avenue",skikda,89668,skikda,algeria,"2005-06-18 23:17:19","2005-06-23 03:57:19",1.99,"2005-06-18 23:17:19",5
176,june,carroll,june.carroll@sakilacustomer.org,1,"757 rustenburg avenue",skikda,89668,skikda,algeria,"2005-06-20 04:13:47","2005-06-22 04:38:47",4.99,"2005-06-20 04:13:47",2
176,june,carroll,june.carroll@sakilacustomer.org,1,"757 rustenburg avenue",skikda,89668,skikda,algeria,"2005-07-06 07:20:08","2005-07-11 07:01:08",4.99,"2005-07-06 07:20:08",5
176,june,carroll,june.carroll@sakilacustomer.org,1,"757 rustenburg avenue",skikda,89668,skikda,algeria,"2005-07-06 21:03:46","2005-07-16 01:32:46",6.99,"2005-07-06 21:03:46",10
176,june,carroll,june.carroll@sakilacustomer.org,1,"757 rustenburg avenue",skikda,89668,skikda,algeria,"2005-07-07 07:13:50","2005-07-13 04:32:50",3.99,"2005-07-07 07:13:50",6
176,june,carroll,june.carroll@sakilacustomer.org,1,"757 rustenburg avenue",skikda,89668,skikda,algeria,"2005-07-11 03:01:45","2005-07-14 01:04:45",2.99,"2005-07-11 03:01:45",3
176,june,carroll,june.carroll@sakilacustomer.org,1,"757 rustenburg avenue",skikda,89668,skikda,algeria,"2005-07-11 20:54:27","2005-07-18 23:46:27",6.99,"2005-07-11 20:54:27",7
176,june,carroll,june.carroll@sakilacustomer.org,1,"757 rustenburg avenue",skikda,89668,skikda,algeria,"2005-07-27 02:16:03","2005-07-31 07:49:03",4.99,"2005-07-27 02:16:03",4
176,june,carroll,june.carroll@sakilacustomer.org,1,"757 rustenburg avenue",skikda,89668,skikda,algeria,"2005-07-27 02:40:29","2005-07-29 23:02:29",2.99,"2005-07-27 02:40:29",2
176,june,carroll,june.carroll@sakilacustomer.org,1,"757 rustenburg avenue",skikda,89668,skikda,algeria,"2005-07-27 09:19:05","2005-07-28 04:35:05",2.99,"2005-07-27 09:19:05",1
176,june,carroll,june.carroll@sakilacustomer.org,1,"757 rustenburg avenue",skikda,89668,skikda,algeria,"2005-07-27 21:04:42","2005-08-03 16:06:42",2.99,"2005-07-27 21:04:42",7
176,june,carroll,june.carroll@sakilacustomer.org,1,"757 rustenburg avenue",skikda,89668,skikda,algeria,"2005-07-28 05:56:13","2005-08-05 08:08:13",5.99,"2005-07-28 05:56:13",8
176,june,carroll,june.carroll@sakilacustomer.org,1,"757 rustenburg avenue",skikda,89668,skikda,algeria,"2005-07-29 01:43:37","2005-08-03 02:36:37",2.99,"2005-07-29 01:43:37",5
176,june,carroll,june.carroll@sakilacustomer.org,1,"757 rustenburg avenue",skikda,89668,skikda,algeria,"2005-07-30 10:27:55","2005-08-07 14:41:55",6.99,"2005-07-30 10:27:55",8
176,june,carroll,june.carroll@sakilacustomer.org,1,"757 rustenburg avenue",skikda,89668,skikda,algeria,"2005-08-01 03:22:41","2005-08-05 05:07:41",2.99,"2005-08-01 03:22:41",4
176,june,carroll,june.carroll@sakilacustomer.org,1,"757 rustenburg avenue",skikda,89668,skikda,algeria,"2005-08-01 08:55:56","2005-08-03 10:26:56",0.99,"2005-08-01 08:55:56",2
176,june,carroll,june.carroll@sakilacustomer.org,1,"757 rustenburg avenue",skikda,89668,skikda,algeria,"2005-08-02 00:17:34","2005-08-08 00:31:34",2.99,"2005-08-02 00:17:34",6
176,june,carroll,june.carroll@sakilacustomer.org,1,"757 rustenburg avenue",skikda,89668,skikda,algeria,"2005-08-17 06:07:39","2005-08-21 10:51:39",5.99,"2005-08-17 06:07:39",4
176,june,carroll,june.carroll@sakilacustomer.org,1,"757 rustenburg avenue",skikda,89668,skikda,algeria,"2005-08-18 05:32:32","2005-08-22 08:14:32",2.99,"2005-08-18 05:32:32",4
176,june,carroll,june.carroll@sakilacustomer.org,1,"757 rustenburg avenue",skikda,89668,skikda,algeria,"2005-08-18 21:21:44","2005-08-20 01:01:44",2.99,"2005-08-18 21:21:44",2
176,june,carroll,june.carroll@sakilacustomer.org,1,"757 rustenburg avenue",skikda,89668,skikda,algeria,"2005-08-19 13:45:48","2005-08-27 11:00:48",7.99,"2005-08-19 13:45:48",8
176,june,carroll,june.carroll@sakilacustomer.org,1,"757 rustenburg avenue",skikda,89668,skikda,algeria,"2005-08-19 14:23:19","2005-08-28 11:26:19",5.99,"2005-08-19 14:23:19",9
176,june,carroll,june.carroll@sakilacustomer.org,1,"757 rustenburg avenue",skikda,89668,skikda,algeria,"2005-08-20 23:42:31","2005-08-28 21:44:31",7.99,"2005-08-20 23:42:31",8
176,june,carroll,june.carroll@sakilacustomer.org,1,"757 rustenburg avenue",skikda,89668,skikda,algeria,"2005-08-21 05:07:02","2005-08-29 06:57:02",1.99,"2005-08-21 05:07:02",8
176,june,carroll,june.carroll@sakilacustomer.org,1,"757 rustenburg avenue",skikda,89668,skikda,algeria,"2005-08-22 19:56:52","2005-08-31 20:15:52",4.99,"2005-08-22 19:56:52",9
176,june,carroll,june.carroll@sakilacustomer.org,1,"757 rustenburg avenue",skikda,89668,skikda,algeria,"2005-08-23 18:36:44","2005-08-26 12:41:44",4.99,"2005-08-23 18:36:44",3
320,anthony,schwab,anthony.schwab@sakilacustomer.org,1,"1892 nabereznyje tšelny lane",tutuila,28396,tafuna,"american samoa","2005-06-15 06:21:30","2005-06-18 05:43:30",4.99,"2005-06-15 06:21:30",3
320,anthony,schwab,anthony.schwab@sakilacustomer.org,1,"1892 nabereznyje tšelny lane",tutuila,28396,tafuna,"american samoa","2005-06-15 21:22:35","2005-06-20 02:27:35",3.99,"2005-06-15 21:22:35",5
320,anthony,schwab,anthony.schwab@sakilacustomer.org,1,"1892 nabereznyje tšelny lane",tutuila,28396,tafuna,"american samoa","2005-06-16 03:13:30","2005-06-21 23:56:30",1.99,"2005-06-16 03:13:30",5
320,anthony,schwab,anthony.schwab@sakilacustomer.org,1,"1892 nabereznyje tšelny lane",tutuila,28396,tafuna,"american samoa","2005-06-18 03:08:17","2005-06-19 08:13:17",4.99,"2005-06-18 03:08:17",1
320,anthony,schwab,anthony.schwab@sakilacustomer.org,1,"1892 nabereznyje tšelny lane",tutuila,28396,tafuna,"american samoa","2005-06-20 01:29:10","2005-06-28 06:12:10",7.99,"2005-06-20 01:29:10",8
320,anthony,schwab,anthony.schwab@sakilacustomer.org,1,"1892 nabereznyje tšelny lane",tutuila,28396,tafuna,"american samoa","2005-07-06 00:57:29","2005-07-10 21:12:29",0.99,"2005-07-06 00:57:29",4
320,anthony,schwab,anthony.schwab@sakilacustomer.org,1,"1892 nabereznyje tšelny lane",tutuila,28396,tafuna,"american samoa","2005-07-06 12:40:38","2005-07-11 09:29:38",4.99,"2005-07-06 12:40:38",5
320,anthony,schwab,anthony.schwab@sakilacustomer.org,1,"1892 nabereznyje tšelny lane",tutuila,28396,tafuna,"american samoa","2005-07-07 09:57:26","2005-07-10 04:05:26",2.99,"2005-07-07 09:57:26",3
320,anthony,schwab,anthony.schwab@sakilacustomer.org,1,"1892 nabereznyje tšelny lane",tutuila,28396,tafuna,"american samoa","2005-07-27 03:50:03","2005-08-04 04:36:03",4.99,"2005-07-27 03:50:03",8
320,anthony,schwab,anthony.schwab@sakilacustomer.org,1,"1892 nabereznyje tšelny lane",tutuila,28396,tafuna,"american samoa","2005-07-27 03:53:29","2005-08-03 06:32:29",3.99,"2005-07-27 03:53:29",7
320,anthony,schwab,anthony.schwab@sakilacustomer.org,1,"1892 nabereznyje tšelny lane",tutuila,28396,tafuna,"american samoa","2005-07-28 12:21:08","2005-07-30 11:56:08",4.99,"2005-07-28 12:21:08",2
320,anthony,schwab,anthony.schwab@sakilacustomer.org,1,"1892 nabereznyje tšelny lane",tutuila,28396,tafuna,"american samoa","2005-07-28 20:30:55","2005-07-31 18:10:55",4.99,"2005-07-28 20:30:55",3
320,anthony,schwab,anthony.schwab@sakilacustomer.org,1,"1892 nabereznyje tšelny lane",tutuila,28396,tafuna,"american samoa","2005-07-29 00:22:56","2005-08-03 04:03:56",4.99,"2005-07-29 00:22:56",5
320,anthony,schwab,anthony.schwab@sakilacustomer.org,1,"1892 nabereznyje tšelny lane",tutuila,28396,tafuna,"american samoa","2005-07-29 00:30:06","2005-08-02 22:52:06",0.99,"2005-07-29 00:30:06",4
320,anthony,schwab,anthony.schwab@sakilacustomer.org,1,"1892 nabereznyje tšelny lane",tutuila,28396,tafuna,"american samoa","2005-07-29 20:59:38","2005-07-31 00:15:38",4.99,"2005-07-29 20:59:38",2
320,anthony,schwab,anthony.schwab@sakilacustomer.org,1,"1892 nabereznyje tšelny lane",tutuila,28396,tafuna,"american samoa","2005-07-31 00:22:42","2005-08-03 23:24:42",0.99,"2005-07-31 00:22:42",3
320,anthony,schwab,anthony.schwab@sakilacustomer.org,1,"1892 nabereznyje tšelny lane",tutuila,28396,tafuna,"american samoa","2005-08-02 12:02:37","2005-08-05 10:56:37",0.99,"2005-08-02 12:02:37",3
320,anthony,schwab,anthony.schwab@sakilacustomer.org,1,"1892 nabereznyje tšelny lane",tutuila,28396,tafuna,"american samoa","2005-08-17 01:20:30","2005-08-18 04:29:30",2.99,"2005-08-17 01:20:30",1
320,anthony,schwab,anthony.schwab@sakilacustomer.org,1,"1892 nabereznyje tšelny lane",tutuila,28396,tafuna,"american samoa","2005-08-21 03:00:42","2005-08-24 00:54:42",0.99,"2005-08-21 03:00:42",3
320,anthony,schwab,anthony.schwab@sakilacustomer.org,1,"1892 nabereznyje tšelny lane",tutuila,28396,tafuna,"american samoa","2005-08-22 19:44:53","2005-08-24 18:13:53",2.99,"2005-08-22 19:44:53",2
528,claude,herzog,claude.herzog@sakilacustomer.org,1,"486 ondo parkway",benguela,35202,benguela,angola,"2005-05-26 07:30:37","2005-05-30 08:11:37",0.99,"2005-05-26 07:30:37",4
528,claude,herzog,claude.herzog@sakilacustomer.org,1,"486 ondo parkway",benguela,35202,benguela,angola,"2005-05-27 21:36:15","2005-05-29 21:07:15",0.99,"2005-05-27 21:36:15",2
528,claude,herzog,claude.herzog@sakilacustomer.org,1,"486 ondo parkway",benguela,35202,benguela,angola,"2005-05-28 06:14:46","2005-06-01 06:26:46",5.99,"2005-05-28 06:14:46",4
528,claude,herzog,claude.herzog@sakilacustomer.org,1,"486 ondo parkway",benguela,35202,benguela,angola,"2005-05-29 01:50:53","2005-06-03 02:28:53",3.99,"2005-05-29 01:50:53",5
528,claude,herzog,claude.herzog@sakilacustomer.org,1,"486 ondo parkway",benguela,35202,benguela,angola,"2005-05-29 16:44:08","2005-06-06 19:21:08",5.99,"2005-05-29 16:44:08",8
528,claude,herzog,claude.herzog@sakilacustomer.org,1,"486 ondo parkway",benguela,35202,benguela,angola,"2005-06-17 02:45:10","2005-06-22 22:54:10",2.99,"2005-06-17 02:45:10",5
528,claude,herzog,claude.herzog@sakilacustomer.org,1,"486 ondo parkway",benguela,35202,benguela,angola,"2005-06-17 12:38:44","2005-06-23 17:38:44",4.99,"2005-06-17 12:38:44",6
528,claude,herzog,claude.herzog@sakilacustomer.org,1,"486 ondo parkway",benguela,35202,benguela,angola,"2005-07-06 07:45:31","2005-07-12 09:59:31",4.99,"2005-07-06 07:45:31",6
